"   ";"OWNER";"TABLE_NAME";"TABLESPACE_NAME";"CLUSTER_NAME";"IOT_NAME";"STATUS";"PCT_FREE";"PCT_USED";"INI_TRANS";"MAX_TRANS";"INITIAL_EXTENT";"NEXT_EXTENT";"MIN_EXTENTS";"MAX_EXTENTS";"PCT_INCREASE";"FREELISTS";"FREELIST_GROUPS";"LOGGING";"BACKED_UP";"NUM_ROWS";"BLOCKS";"EMPTY_BLOCKS";"AVG_SPACE";"CHAIN_CNT";"AVG_ROW_LEN";"AVG_SPACE_FREELIST_BLOCKS";"NUM_FREELIST_BLOCKS";"DEGREE";"INSTANCES";"CACHE";"TABLE_LOCK";"SAMPLE_SIZE";"LAST_ANALYZED";"PARTITIONED";"IOT_TYPE";"TEMPORARY";"SECONDARY";"NESTED";"BUFFER_POOL";"FLASH_CACHE";"CELL_FLASH_CACHE";"ROW_MOVEMENT";"GLOBAL_STATS";"USER_STATS";"DURATION";"SKIP_CORRUPT";"MONITORING";"CLUSTER_OWNER";"DEPENDENCIES";"COMPRESSION";"COMPRESS_FOR";"DROPPED";"READ_ONLY";"SEGMENT_CREATED";"RESULT_CACHE";"CLUSTERING";"ACTIVITY_TRACKING";"DML_TIMESTAMP";"HAS_IDENTITY";"CONTAINER_DATA";"INMEMORY";"INMEMORY_PRIORITY";"INMEMORY_DISTRIBUTE";"INMEMORY_COMPRESSION";"INMEMORY_DUPLICATE"
"1894";"MDSYS";"SYS_NTH3ZrSUlkuJPgUzjTqMA0hw==";"SYSAUX";"";"";"VALID";"10";"";"1";"255";"65536";"1048576";"1";"2147483645";"";"";"";"YES";"N";"0";"0";"0";"0";"0";"0";"0";"0";"         1";"         1";"    N";"ENABLED";"0";"09.01.2016 06:17:45";"NO";"";"N";"N";"YES";"DEFAULT";"DEFAULT";"DEFAULT";"DISABLED";"YES";"NO";"";"DISABLED";"YES";"";"DISABLED";"DISABLED";"";"NO";"NO";"YES";"DEFAULT";"NO";"";"";"NO";"NO";"DISABLED";"";"";"";""
"1895";"MDSYS";"SYS_NTH3ZrSUlquJPgUzjTqMA0hw==";"SYSAUX";"";"";"VALID";"10";"";"1";"255";"65536";"1048576";"1";"2147483645";"";"";"";"YES";"N";"0";"0";"0";"0";"0";"0";"0";"0";"         1";"         1";"    N";"ENABLED";"0";"09.01.2016 06:17:45";"NO";"";"N";"N";"YES";"DEFAULT";"DEFAULT";"DEFAULT";"DISABLED";"YES";"NO";"";"DISABLED";"YES";"";"DISABLED";"DISABLED";"";"NO";"NO";"YES";"DEFAULT";"NO";"";"";"NO";"NO";"DISABLED";"";"";"";""
"1896";"MDSYS";"SYS_NTH3ZrSUlruJPgUzjTqMA0hw==";"SYSAUX";"";"";"VALID";"10";"";"1";"255";"65536";"1048576";"1";"2147483645";"";"";"";"YES";"N";"0";"0";"0";"0";"0";"0";"0";"0";"         1";"         1";"    N";"ENABLED";"0";"09.01.2016 06:17:45";"NO";"";"N";"N";"YES";"DEFAULT";"DEFAULT";"DEFAULT";"DISABLED";"YES";"NO";"";"DISABLED";"YES";"";"DISABLED";"DISABLED";"";"NO";"NO";"YES";"DEFAULT";"NO";"";"";"NO";"NO";"DISABLED";"";"";"";""
"1897";"MDSYS";"SDO_FEATURE_USAGE";"SYSAUX";"";"";"VALID";"10";"";"1";"255";"65536";"1048576";"1";"2147483645";"";"";"";"YES";"N";"19";"5";"0";"0";"0";"10";"0";"0";"         1";"         1";"    N";"ENABLED";"19";"09.01.2016 06:17:29";"NO";"";"N";"N";"NO";"DEFAULT";"DEFAULT";"DEFAULT";"DISABLED";"YES";"NO";"";"DISABLED";"YES";"";"DISABLED";"DISABLED";"";"NO";"NO";"YES";"DEFAULT";"NO";"";"";"NO";"NO";"DISABLED";"";"";"";""
"1898";"DBSNMP";"CAW_EXTRACT_METADATA";"SYSAUX";"";"";"VALID";"10";"";"1";"255";"65536";"1048576";"1";"2147483645";"";"";"";"YES";"N";"405";"13";"0";"0";"0";"173";"0";"0";"         1";"         1";"    N";"ENABLED";"405";"27.09.2017 22:00:59";"NO";"";"N";"N";"NO";"DEFAULT";"DEFAULT";"DEFAULT";"DISABLED";"YES";"NO";"";"DISABLED";"YES";"";"DISABLED";"DISABLED";"";"NO";"NO";"YES";"DEFAULT";"NO";"";"";"NO";"NO";"DISABLED";"";"";"";""
"1899";"DBSNMP";"CAW_EXTRACT_PROPERTIES";"SYSAUX";"";"";"VALID";"10";"";"1";"255";"65536";"1048576";"1";"2147483645";"";"";"";"YES";"N";"11";"5";"0";"0";"0";"22";"0";"0";"         1";"         1";"    N";"ENABLED";"11";"28.09.2017 22:00:27";"NO";"";"N";"N";"NO";"DEFAULT";"DEFAULT";"DEFAULT";"DISABLED";"YES";"NO";"";"DISABLED";"YES";"";"DISABLED";"DISABLED";"";"NO";"NO";"YES";"DEFAULT";"NO";"";"";"NO";"NO";"DISABLED";"";"";"";""
"1900";"SYS";"WRI$_ADV_OBJSPACE_TREND_DATA";"";"";"";"VALID";"10";"40";"1";"255";"";"";"";"";"";"1";"1";"NO";"N";"";"";"";"";"";"";"";"";"         1";"         1";"    N";"ENABLED";"";"";"NO";"";"Y";"N";"NO";"DEFAULT";"DEFAULT";"DEFAULT";"DISABLED";"NO";"NO";"SYS$SESSION";"DISABLED";"NO";"";"DISABLED";"DISABLED";"BASIC";"NO";"NO";"YES";"DEFAULT";"NO";"";"";"NO";"NO";"DISABLED";"";"";"";""
"1901";"SYS";"WRI$_ADV_OBJSPACE_CHROW_DATA";"";"";"";"VALID";"10";"40";"1";"255";"";"";"";"";"";"1";"1";"NO";"N";"";"";"";"";"";"";"";"";"         1";"         1";"    N";"ENABLED";"";"";"NO";"";"Y";"N";"NO";"DEFAULT";"DEFAULT";"DEFAULT";"DISABLED";"NO";"NO";"SYS$SESSION";"DISABLED";"NO";"";"DISABLED";"DISABLED";"BASIC";"NO";"NO";"YES";"DEFAULT";"NO";"";"";"NO";"NO";"DISABLED";"";"";"";""
"1902";"SYS";"WRI$_ADV_SEGADV_SEGROW";"";"";"";"VALID";"10";"40";"1";"255";"";"";"";"";"";"1";"1";"NO";"N";"";"";"";"";"";"";"";"";"         1";"         1";"    N";"ENABLED";"";"";"NO";"";"Y";"N";"NO";"DEFAULT";"DEFAULT";"DEFAULT";"DISABLED";"NO";"NO";"SYS$SESSION";"DISABLED";"NO";"";"DISABLED";"DISABLED";"BASIC";"NO";"NO";"YES";"DEFAULT";"NO";"";"";"NO";"NO";"DISABLED";"";"";"";""
"1903";"ARDB";"ARTEXT_FHB";"D_ARCHIV1_FHB";"";"";"VALID";"0";"";"1";"255";"293601280";"1048576";"1";"2147483645";"";"";"";"YES";"N";"16303982";"84992";"0";"0";"0";"42";"0";"0";"         1";"         1";"    N";"ENABLED";"16303982";"09.01.2016 06:12:36";"NO";"";"N";"N";"NO";"DEFAULT";"DEFAULT";"DEFAULT";"DISABLED";"YES";"NO";"";"DISABLED";"YES";"";"DISABLED";"ENABLED";"BASIC";"NO";"NO";"YES";"DEFAULT";"NO";"";"";"NO";"NO";"DISABLED";"";"";"";""
"1904";"ARDB";"ARKOPF_FHB";"D_ARCHIV1_FHB";"";"";"VALID";"0";"";"1";"255";"104857600";"1048576";"1";"2147483645";"";"";"";"YES";"N";"673471";"8192";"0";"0";"0";"101";"0";"0";"         1";"         1";"    N";"ENABLED";"673471";"28.08.2017 22:00:34";"NO";"";"N";"N";"NO";"DEFAULT";"DEFAULT";"DEFAULT";"DISABLED";"YES";"NO";"";"DISABLED";"YES";"";"DISABLED";"ENABLED";"BASIC";"NO";"NO";"YES";"DEFAULT";"NO";"";"";"NO";"NO";"DISABLED";"";"";"";""
"1905";"ARDB";"ARTEXT";"D_ARCHIV1";"";"";"VALID";"0";"";"1";"255";"2147483648";"1048576";"1";"2147483645";"";"";"";"YES";"N";"605809067";"2916654";"0";"0";"0";"44";"0";"0";"         1";"         1";"    N";"ENABLED";"605809067";"18.01.2019 22:07:21";"NO";"";"N";"N";"NO";"DEFAULT";"DEFAULT";"DEFAULT";"DISABLED";"YES";"NO";"";"DISABLED";"YES";"";"DISABLED";"ENABLED";"BASIC";"NO";"NO";"YES";"DEFAULT";"NO";"";"";"NO";"NO";"DISABLED";"";"";"";""
"   ";"OWNER";"TABLE_NAME";"TABLESPACE_NAME";"CLUSTER_NAME";"IOT_NAME";"STATUS";"PCT_FREE";"PCT_USED";"INI_TRANS";"MAX_TRANS";"INITIAL_EXTENT";"NEXT_EXTENT";"MIN_EXTENTS";"MAX_EXTENTS";"PCT_INCREASE";"FREELISTS";"FREELIST_GROUPS";"LOGGING";"BACKED_UP";"NUM_ROWS";"BLOCKS";"EMPTY_BLOCKS";"AVG_SPACE";"CHAIN_CNT";"AVG_ROW_LEN";"AVG_SPACE_FREELIST_BLOCKS";"NUM_FREELIST_BLOCKS";"DEGREE";"INSTANCES";"CACHE";"TABLE_LOCK";"SAMPLE_SIZE";"LAST_ANALYZED";"PARTITIONED";"IOT_TYPE";"TEMPORARY";"SECONDARY";"NESTED";"BUFFER_POOL";"FLASH_CACHE";"CELL_FLASH_CACHE";"ROW_MOVEMENT";"GLOBAL_STATS";"USER_STATS";"DURATION";"SKIP_CORRUPT";"MONITORING";"CLUSTER_OWNER";"DEPENDENCIES";"COMPRESSION";"COMPRESS_FOR";"DROPPED";"READ_ONLY";"SEGMENT_CREATED";"RESULT_CACHE";"CLUSTERING";"ACTIVITY_TRACKING";"DML_TIMESTAMP";"HAS_IDENTITY";"CONTAINER_DATA";"INMEMORY";"INMEMORY_PRIORITY";"INMEMORY_DISTRIBUTE";"INMEMORY_COMPRESSION";"INMEMORY_DUPLICATE"
"1";"SYS";"ICOL$";"SYSTEM";"C_OBJ#";"";"VALID";"0";"0";"0";"0";"139264";"204800";"1";"2147483645";"";"1";"1";"YES";"N";"4715";"1492";"0";"0";"0";"30";"0";"0";"         1";"         1";"    N";"ENABLED";"4715";"24.09.2017 06:00:31";"NO";"";"N";"N";"NO";"DEFAULT";"DEFAULT";"DEFAULT";"DISABLED";"YES";"NO";"";"DISABLED";"YES";"SYS";"DISABLED";"DISABLED";"";"NO";"NO";"YES";"DEFAULT";"NO";"";"";"NO";"NO";"DISABLED";"";"";"";""
"2";"SYS";"CON$";"SYSTEM";"";"";"VALID";"10";"40";"1";"255";"65536";"1048576";"1";"2147483645";"";"1";"1";"YES";"N";"26556";"153";"0";"0";"0";"37";"0";"0";"         1";"         1";"    N";"ENABLED";"26556";"16.06.2022 22:00:20";"NO";"";"N";"N";"NO";"DEFAULT";"DEFAULT";"DEFAULT";"DISABLED";"YES";"NO";"";"DISABLED";"YES";"";"DISABLED";"DISABLED";"";"NO";"NO";"YES";"DEFAULT";"NO";"";"";"NO";"NO";"DISABLED";"";"";"";""
"3";"SYS";"UNDO$";"SYSTEM";"";"";"VALID";"10";"40";"1";"255";"65536";"1048576";"1";"2147483645";"";"1";"1";"YES";"N";"31";"1";"0";"0";"0";"62";"0";"0";"         1";"         1";"    N";"ENABLED";"31";"14.06.2022 22:00:25";"NO";"";"N";"N";"NO";"DEFAULT";"DEFAULT";"DEFAULT";"DISABLED";"YES";"NO";"";"DISABLED";"YES";"";"DISABLED";"DISABLED";"";"NO";"NO";"YES";"DEFAULT";"NO";"";"";"NO";"NO";"DISABLED";"";"";"";""
"4";"SYS";"PROXY_ROLE_DATA$";"SYSTEM";"";"";"VALID";"10";"40";"1";"255";"65536";"1048576";"1";"2147483645";"";"1";"1";"YES";"N";"0";"0";"0";"0";"0";"0";"0";"0";"         1";"         1";"    N";"ENABLED";"0";"09.01.2016 06:16:59";"NO";"";"N";"N";"NO";"DEFAULT";"DEFAULT";"DEFAULT";"DISABLED";"YES";"NO";"";"DISABLED";"YES";"";"DISABLED";"DISABLED";"";"NO";"NO";"YES";"DEFAULT";"NO";"";"";"NO";"NO";"DISABLED";"";"";"";""
"5";"SYS";"FILE$";"SYSTEM";"";"";"VALID";"10";"40";"1";"255";"65536";"1048576";"1";"2147483645";"";"1";"1";"YES";"N";"35";"1";"0";"0";"0";"32";"0";"0";"         1";"         1";"    N";"ENABLED";"35";"20.07.2016 22:01:41";"NO";"";"N";"N";"NO";"DEFAULT";"DEFAULT";"DEFAULT";"DISABLED";"YES";"NO";"";"DISABLED";"YES";"";"DISABLED";"DISABLED";"";"NO";"NO";"YES";"DEFAULT";"NO";"";"";"NO";"NO";"DISABLED";"";"";"";""
"6";"SYS";"UET$";"SYSTEM";"C_FILE#_BLOCK#";"";"VALID";"0";"0";"0";"0";"24576";"1048576";"1";"2147483645";"";"1";"1";"YES";"N";"0";"169";"0";"0";"0";"0";"0";"0";"         1";"         1";"    N";"ENABLED";"0";"09.01.2016 06:17:50";"NO";"";"N";"N";"NO";"DEFAULT";"DEFAULT";"DEFAULT";"DISABLED";"YES";"NO";"";"DISABLED";"YES";"SYS";"DISABLED";"DISABLED";"";"NO";"NO";"YES";"DEFAULT";"NO";"";"";"NO";"NO";"DISABLED";"";"";"";""
"7";"SYS";"IND$";"SYSTEM";"C_OBJ#";"";"VALID";"0";"0";"0";"0";"139264";"204800";"1";"2147483645";"";"1";"1";"YES";"N";"2865";"1870";"0";"0";"0";"89";"0";"0";"         1";"         1";"    N";"ENABLED";"2865";"14.08.2022 10:03:01";"NO";"";"N";"N";"NO";"DEFAULT";"DEFAULT";"DEFAULT";"DISABLED";"YES";"NO";"";"DISABLED";"YES";"SYS";"DISABLED";"DISABLED";"";"NO";"NO";"YES";"DEFAULT";"NO";"";"";"NO";"NO";"DISABLED";"";"";"";""
"8";"SYS";"SEG$";"SYSTEM";"C_FILE#_BLOCK#";"";"VALID";"0";"0";"0";"0";"24576";"1048576";"1";"2147483645";"";"1";"1";"YES";"N";"10982";"318";"0";"0";"0";"67";"0";"0";"         1";"         1";"    N";"ENABLED";"10982";"14.08.2022 22:03:36";"NO";"";"N";"N";"NO";"DEFAULT";"DEFAULT";"DEFAULT";"DISABLED";"YES";"NO";"";"DISABLED";"YES";"SYS";"DISABLED";"DISABLED";"";"NO";"NO";"YES";"DEFAULT";"NO";"";"";"NO";"NO";"DISABLED";"";"";"";""
"9";"SYS";"COL$";"SYSTEM";"C_OBJ#";"";"VALID";"0";"0";"0";"0";"139264";"204800";"1";"2147483645";"";"1";"1";"YES";"N";"116373";"1865";"0";"0";"0";"58";"0";"0";"         1";"         1";"    N";"ENABLED";"116373";"13.07.2022 22:00:34";"NO";"";"N";"N";"NO";"DEFAULT";"DEFAULT";"DEFAULT";"DISABLED";"YES";"NO";"";"DISABLED";"YES";"SYS";"DISABLED";"DISABLED";"";"NO";"NO";"YES";"DEFAULT";"NO";"";"";"NO";"NO";"DISABLED";"";"";"";""
"10";"SYS";"CLU$";"SYSTEM";"C_OBJ#";"";"VALID";"0";"0";"0";"0";"139264";"204800";"1";"2147483645";"";"1";"1";"YES";"N";"10";"1870";"0";"0";"0";"45";"0";"0";"         1";"         1";"    N";"ENABLED";"10";"14.08.2022 18:03:22";"NO";"";"N";"N";"NO";"DEFAULT";"DEFAULT";"DEFAULT";"DISABLED";"YES";"NO";"";"DISABLED";"YES";"SYS";"DISABLED";"DISABLED";"";"NO";"NO";"YES";"DEFAULT";"NO";"";"";"NO";"NO";"DISABLED";"";"";"";""
"11";"SYS";"PROXY_DATA$";"SYSTEM";"";"";"VALID";"10";"40";"1";"255";"65536";"1048576";"1";"2147483645";"";"1";"1";"YES";"N";"0";"0";"0";"0";"0";"0";"0";"0";"         1";"         1";"    N";"ENABLED";"0";"09.01.2016 06:16:59";"NO";"";"N";"N";"NO";"DEFAULT";"DEFAULT";"DEFAULT";"DISABLED";"YES";"NO";"";"DISABLED";"YES";"";"DISABLED";"DISABLED";"";"NO";"NO";"YES";"DEFAULT";"NO";"";"";"NO";"NO";"DISABLED";"";"";"";""
"12";"SYS";"TS$";"SYSTEM";"C_TS#";"";"VALID";"0";"0";"0";"0";"65536";"1048576";"1";"2147483645";"";"1";"1";"YES";"N";"31";"31";"0";"0";"0";"91";"0";"0";"         1";"         1";"    N";"ENABLED";"31";"14.08.2022 22:03:36";"NO";"";"N";"N";"NO";"DEFAULT";"DEFAULT";"DEFAULT";"DISABLED";"YES";"NO";"";"DISABLED";"YES";"SYS";"DISABLED";"DISABLED";"";"NO";"NO";"YES";"DEFAULT";"NO";"";"";"NO";"NO";"DISABLED";"";"";"";""
"13";"SYS";"BOOTSTRAP$";"SYSTEM";"";"";"VALID";"10";"40";"1";"255";"57344";"1048576";"1";"2147483645";"";"1";"1";"YES";"N";"60";"3";"0";"0";"0";"304";"0";"0";"         1";"         1";"    N";"ENABLED";"60";"09.01.2016 06:12:42";"NO";"";"N";"N";"NO";"DEFAULT";"DEFAULT";"DEFAULT";"DISABLED";"YES";"NO";"";"DISABLED";"YES";"";"DISABLED";"DISABLED";"";"NO";"NO";"YES";"DEFAULT";"NO";"";"";"NO";"NO";"DISABLED";"";"";"";""
"14";"SYS";"FET$";"SYSTEM";"C_TS#";"";"VALID";"0";"0";"0";"0";"65536";"1048576";"1";"2147483645";"";"1";"1";"YES";"N";"0";"31";"0";"0";"0";"0";"0";"0";"         1";"         1";"    N";"ENABLED";"0";"09.01.2016 06:13:03";"NO";"";"N";"N";"NO";"DEFAULT";"DEFAULT";"DEFAULT";"DISABLED";"YES";"NO";"";"DISABLED";"YES";"SYS";"DISABLED";"DISABLED";"";"NO";"NO";"YES";"DEFAULT";"NO";"";"";"NO";"NO";"DISABLED";"";"";"";""
"15";"SYS";"CCOL$";"SYSTEM";"C_COBJ#";"";"VALID";"0";"0";"0";"0";"57344";"1048576";"1";"2147483645";"";"1";"1";"YES";"N";"26112";"334";"0";"0";"0";"20";"0";"0";"         1";"         1";"    N";"ENABLED";"26112";"31.10.2021 10:03:22";"NO";"";"N";"N";"NO";"DEFAULT";"DEFAULT";"DEFAULT";"DISABLED";"YES";"NO";"";"DISABLED";"YES";"SYS";"DISABLED";"DISABLED";"";"NO";"NO";"YES";"DEFAULT";"NO";"";"";"NO";"NO";"DISABLED";"";"";"";""
"16";"SYS";"USER$";"SYSTEM";"C_USER#";"";"VALID";"0";"0";"0";"0";"65536";"1048576";"1";"2147483645";"";"1";"1";"YES";"N";"192";"15";"0";"0";"0";"121";"0";"0";"         1";"         1";"    N";"ENABLED";"192";"14.08.2022 22:03:32";"NO";"";"N";"N";"NO";"DEFAULT";"DEFAULT";"DEFAULT";"DISABLED";"YES";"NO";"";"DISABLED";"YES";"SYS";"DISABLED";"DISABLED";"";"NO";"NO";"YES";"DEFAULT";"NO";"";"";"NO";"NO";"DISABLED";"";"";"";""
"17";"SYS";"OBJ$";"SYSTEM";"";"";"VALID";"10";"40";"1";"255";"16384";"106496";"1";"2147483645";"";"1";"1";"YES";"N";"92084";"1502";"0";"0";"0";"105";"0";"0";"         1";"         1";"    N";"ENABLED";"92084";"13.08.2022 18:02:33";"NO";"";"N";"N";"NO";"DEFAULT";"DEFAULT";"DEFAULT";"DISABLED";"YES";"NO";"";"DISABLED";"YES";"";"DISABLED";"DISABLED";"";"NO";"NO";"YES";"DEFAULT";"NO";"";"";"NO";"NO";"DISABLED";"";"";"";""
"18";"SYS";"TAB$";"SYSTEM";"C_OBJ#";"";"VALID";"0";"0";"0";"0";"139264";"204800";"1";"2147483645";"";"1";"1";"YES";"N";"7075";"1870";"0";"0";"0";"123";"0";"0";"         1";"         1";"    N";"ENABLED";"7075";"13.08.2022 06:00:52";"NO";"";"N";"N";"NO";"DEFAULT";"DEFAULT";"DEFAULT";"DISABLED";"YES";"NO";"";"DISABLED";"YES";"SYS";"DISABLED";"DISABLED";"";"NO";"NO";"YES";"DEFAULT";"NO";"";"";"NO";"NO";"DISABLED";"";"";"";""
"19";"SYS";"CDEF$";"SYSTEM";"C_COBJ#";"";"VALID";"0";"0";"0";"0";"57344";"1048576";"1";"2147483645";"";"1";"1";"YES";"N";"26795";"361";"0";"0";"0";"53";"0";"0";"         1";"         1";"    N";"ENABLED";"26795";"14.07.2022 22:00:42";"NO";"";"N";"N";"NO";"DEFAULT";"DEFAULT";"DEFAULT";"DISABLED";"YES";"NO";"";"DISABLED";"YES";"SYS";"DISABLED";"DISABLED";"";"NO";"NO";"YES";"DEFAULT";"NO";"";"";"NO";"NO";"DISABLED";"";"";"";""
"20";"SYS";"OBJERROR$";"SYSTEM";"";"";"VALID";"10";"40";"1";"255";"65536";"1048576";"1";"2147483645";"";"1";"1";"YES";"N";"0";"1";"0";"0";"0";"0";"0";"0";"         1";"         1";"    N";"ENABLED";"0";"19.07.2016 22:02:15";"NO";"";"N";"N";"NO";"DEFAULT";"DEFAULT";"DEFAULT";"DISABLED";"YES";"NO";"";"DISABLED";"YES";"";"DISABLED";"DISABLED";"";"NO";"NO";"YES";"DEFAULT";"NO";"";"";"NO";"NO";"DISABLED";"";"";"";""
"21";"SYS";"OBJAUTH$";"SYSTEM";"";"";"VALID";"10";"40";"1";"255";"65536";"1048576";"1";"2147483645";"";"1";"1";"YES";"N";"43227";"142";"0";"0";"0";"21";"0";"0";"         1";"         1";"    N";"ENABLED";"43227";"11.09.2017 22:00:44";"NO";"";"N";"N";"NO";"DEFAULT";"DEFAULT";"DEFAULT";"DISABLED";"YES";"NO";"";"DISABLED";"YES";"";"DISABLED";"DISABLED";"";"NO";"NO";"YES";"DEFAULT";"NO";"";"";"NO";"NO";"DISABLED";"";"";"";""
"22";"SYS";"HISTGRM$";"SYSTEM";"C_OBJ#_INTCOL#";"";"VALID";"0";"0";"0";"0";"2097152";"204800";"1";"2147483645";"";"1";"1";"YES";"N";"71814";"3049";"0";"0";"0";"34";"0";"0";"         1";"         1";"    N";"ENABLED";"71814";"14.08.2022 22:03:34";"NO";"";"N";"N";"NO";"DEFAULT";"DEFAULT";"DEFAULT";"DISABLED";"YES";"NO";"";"DISABLED";"YES";"SYS";"DISABLED";"DISABLED";"";"NO";"NO";"YES";"DEFAULT";"NO";"";"";"NO";"NO";"DISABLED";"";"";"";""
"23";"SYS";"HIST_HEAD$";"SYSTEM";"";"";"VALID";"10";"40";"1";"255";"360448";"106496";"1";"2147483645";"";"1";"1";"YES";"N";"42786";"388";"0";"0";"0";"51";"0";"0";"         1";"         1";"    N";"ENABLED";"42786";"14.08.2022 10:03:00";"NO";"";"N";"N";"NO";"DEFAULT";"DEFAULT";"DEFAULT";"DISABLED";"YES";"NO";"";"DISABLED";"YES";"";"DISABLED";"DISABLED";"";"NO";"NO";"YES";"DEFAULT";"NO";"";"";"NO";"NO";"DISABLED";"";"";"";""
"24";"SYS";"FIXED_OBJ$";"SYSTEM";"";"";"VALID";"10";"40";"1";"255";"65536";"1048576";"1";"2147483645";"";"1";"1";"YES";"N";"1157";"4";"0";"0";"0";"19";"0";"0";"         1";"         1";"    N";"ENABLED";"1157";"09.01.2016 06:13:04";"NO";"";"N";"N";"NO";"DEFAULT";"DEFAULT";"DEFAULT";"DISABLED";"YES";"NO";"";"DISABLED";"YES";"";"DISABLED";"DISABLED";"";"NO";"NO";"YES";"DEFAULT";"NO";"";"";"NO";"NO";"DISABLED";"";"";"";""
"25";"SYS";"TAB_STATS$";"SYSTEM";"";"";"VALID";"10";"40";"1";"255";"32768";"106496";"1";"2147483645";"";"1";"1";"YES";"N";"1028";"7";"0";"0";"0";"39";"0";"0";"         1";"         1";"    N";"ENABLED";"1028";"09.01.2016 06:17:47";"NO";"";"N";"N";"NO";"DEFAULT";"DEFAULT";"DEFAULT";"DISABLED";"YES";"NO";"";"DISABLED";"YES";"";"DISABLED";"DISABLED";"";"NO";"NO";"YES";"DEFAULT";"NO";"";"";"NO";"NO";"DISABLED";"";"";"";""
"26";"SYS";"IND_STATS$";"SYSTEM";"";"";"VALID";"10";"40";"1";"255";"32768";"106496";"1";"2147483645";"";"1";"1";"YES";"N";"0";"0";"0";"0";"0";"0";"0";"0";"         1";"         1";"    N";"ENABLED";"0";"09.01.2016 06:13:13";"NO";"";"N";"N";"NO";"DEFAULT";"DEFAULT";"DEFAULT";"DISABLED";"YES";"NO";"";"DISABLED";"YES";"";"DISABLED";"DISABLED";"";"NO";"NO";"YES";"DEFAULT";"NO";"";"";"NO";"NO";"DISABLED";"";"";"";""
"27";"SYS";"OBJECT_USAGE";"SYSTEM";"";"";"VALID";"10";"50";"30";"255";"65536";"1048576";"1";"2147483645";"";"1";"1";"YES";"N";"0";"0";"0";"0";"0";"0";"0";"0";"         1";"         1";"    N";"ENABLED";"0";"09.01.2016 06:15:19";"NO";"";"N";"N";"NO";"DEFAULT";"DEFAULT";"DEFAULT";"DISABLED";"YES";"NO";"";"DISABLED";"YES";"";"DISABLED";"DISABLED";"";"NO";"NO";"YES";"DEFAULT";"NO";"";"";"NO";"NO";"DISABLED";"";"";"";""
"28";"SYS";"PARTOBJ$";"SYSTEM";"";"";"VALID";"10";"40";"1";"255";"65536";"1048576";"1";"2147483645";"";"1";"1";"YES";"N";"204";"2";"0";"0";"0";"52";"0";"0";"         1";"         1";"    N";"ENABLED";"204";"14.08.2022 06:00:21";"NO";"";"N";"N";"NO";"DEFAULT";"DEFAULT";"DEFAULT";"DISABLED";"YES";"NO";"";"DISABLED";"YES";"";"DISABLED";"DISABLED";"";"NO";"NO";"YES";"DEFAULT";"NO";"";"";"NO";"NO";"DISABLED";"";"";"";""
"29";"SYS";"DEFERRED_STG$";"SYSTEM";"";"";"VALID";"10";"40";"1";"255";"65536";"1048576";"1";"2147483645";"";"1";"1";"YES";"N";"160";"3";"0";"0";"0";"22";"0";"0";"         1";"         1";"    N";"ENABLED";"160";"27.02.2018 22:00:22";"NO";"";"N";"N";"NO";"DEFAULT";"DEFAULT";"DEFAULT";"DISABLED";"YES";"NO";"";"DISABLED";"YES";"";"DISABLED";"DISABLED";"";"NO";"NO";"YES";"DEFAULT";"NO";"";"";"NO";"NO";"DISABLED";"";"";"";""
"30";"SYS";"DEPENDENCY$";"SYSTEM";"";"";"VALID";"10";"40";"1";"255";"16384";"106496";"1";"2147483645";"";"1";"1";"YES";"N";"144515";"798";"0";"0";"0";"34";"0";"0";"         1";"         1";"    N";"ENABLED";"144515";"09.07.2022 06:00:54";"NO";"";"N";"N";"NO";"DEFAULT";"DEFAULT";"DEFAULT";"DISABLED";"YES";"NO";"";"DISABLED";"YES";"";"DISABLED";"DISABLED";"";"NO";"NO";"YES";"DEFAULT";"NO";"";"";"NO";"NO";"DISABLED";"";"";"";""
"31";"SYS";"ACCESS$";"SYSTEM";"";"";"VALID";"10";"40";"1";"255";"16384";"106496";"1";"2147483645";"";"1";"1";"YES";"N";"93784";"366";"0";"0";"0";"23";"0";"0";"         1";"         1";"    N";"ENABLED";"93784";"18.04.2017 22:02:08";"NO";"";"N";"N";"NO";"DEFAULT";"DEFAULT";"DEFAULT";"DISABLED";"YES";"NO";"";"DISABLED";"YES";"";"DISABLED";"DISABLED";"";"NO";"NO";"YES";"DEFAULT";"NO";"";"";"NO";"NO";"DISABLED";"";"";"";""
"32";"SYS";"USERAUTH$";"SYSTEM";"";"";"VALID";"10";"40";"1";"255";"65536";"1048576";"1";"2147483645";"";"1";"1";"YES";"N";"111";"1";"0";"0";"0";"20";"0";"0";"         1";"         1";"    N";"ENABLED";"111";"02.11.2017 22:00:29";"NO";"";"N";"N";"NO";"DEFAULT";"DEFAULT";"DEFAULT";"DISABLED";"YES";"NO";"";"DISABLED";"YES";"";"DISABLED";"DISABLED";"";"NO";"NO";"YES";"DEFAULT";"NO";"";"";"NO";"NO";"DISABLED";"";"";"";""
